0.000000000000000000e+00,1.556745500000000000e+07
3.335065147207960479e+01,4.481529006092708732e+04
6.670130294415920957e+01,1.068118462248202559e+04
1.000519544162388144e+02,3.681738880719197186e+04
1.334026058883184191e+02,2.121611936308855365e+04
1.667532573603980381e+02,4.476100052850357315e+04
2.001039088324776287e+02,5.940287292406551569e+04
2.334545603045572477e+02,6.748466208824997011e+04
2.668052117766368383e+02,7.718515691711068212e+04
3.001558632487164573e+02,5.869183013628343906e+04
3.335065147207960763e+02,7.849628307730384404e+04
3.668571661928756953e+02,1.090064439262298692e+05
4.002078176649552574e+02,8.565919024405337404e+04
4.335584691370348764e+02,1.068889082114307676e+06
4.669091206091144954e+02,2.495932961092732730e+05
5.002597720811941144e+02,2.545942599390061223e+05
5.336104235532736766e+02,1.039281318674465729e+05
5.669610750253533524e+02,7.335531585110089509e+04
6.003117264974329146e+02,7.043933494354234426e+04
6.336623779695124767e+02,2.991830997478802965e+04
6.670130294415921526e+02,4.292475306566208019e+04
7.003636809136717147e+02,4.474581265618751058e+04
7.337143323857513906e+02,3.765111127977378055e+04
7.670649838578309527e+02,2.777980501577919131e+04
8.004156353299105149e+02,3.675868744522799534e+04
8.337662868019901907e+02,3.978757764409165247e+04
8.671169382740697529e+02,6.751907040238328045e+04
9.004675897461494287e+02,6.016121373470850813e+04
9.338182412182289909e+02,3.340503660659743764e+04
9.671688926903085530e+02,1.138241053289997944e+04
1.000519544162388229e+03,8.262254528990761173e+03
1.033870195634467791e+03,5.709808433449072254e+03
1.067220847106547353e+03,3.207914422921704954e+03
1.100571498578626915e+03,2.429928512103445246e+04
1.133922150050706705e+03,5.830281282006794754e+03
1.167272801522786267e+03,4.772885291142576534e+03
1.200623452994865829e+03,5.463696426668967433e+03
1.233974104466945391e+03,5.354270797805227176e+02
1.267324755939024953e+03,7.394284857564793128e+03
1.300675407411104743e+03,1.552516085280616244e+04
1.334026058883184305e+03,1.368645747508502100e+05
1.367376710355263867e+03,2.232092637625000498e+04
1.400727361827343429e+03,9.498515004436405434e+03
1.434078013299422992e+03,3.457242435972904332e+03
1.467428664771502781e+03,2.999510778526300328e+03
1.500779316243582343e+03,5.993501123239010667e+03
1.534129967715661905e+03,5.135829170411890118e+03
1.567480619187741468e+03,3.496106671004821692e+03
1.600831270659821030e+03,4.626434617124880788e+03
1.634181922131900819e+03,6.078290143182729480e+03
1.667532573603980381e+03,3.305846229337294517e+03
1.700883225076059944e+03,3.907413549032229184e+03
1.734233876548139506e+03,2.985207013221653142e+03
1.767584528020219068e+03,1.258781661045155306e+04
1.800935179492298857e+03,5.461091234311536027e+03
1.834285830964378420e+03,5.727294680259828965e+03
1.867636482436457982e+03,2.340347487311923032e+03
1.900987133908537544e+03,4.188625727064752937e+03
1.934337785380617106e+03,4.336356683541969687e+03
1.967688436852696896e+03,1.933226363984902264e+03
2.001039088324776458e+03,4.225583995184211403e+02
2.034389739796856020e+03,1.864297781882680283e+03
2.067740391268935582e+03,1.156338061930743379e+03
2.101091042741015372e+03,1.425315038085124343e+03
