0.000000000000000000e+00,5.130699999999986903e+04
4.199880003428473287e+02,1.626926285585936275e+05
8.399760006856946575e+02,9.818292241762748745e+04
1.259964001028542043e+03,1.494086858001897781e+04
1.679952001371389315e+03,3.239698371334920739e+04
2.099940001714236587e+03,3.531665359612636530e+04
2.519928002057084086e+03,2.021674670073538800e+04
2.939916002399931131e+03,1.904738568971054701e+04
3.359904002742778630e+03,9.517666681111504658e+03
3.779892003085626129e+03,1.604053012483727798e+04
4.199880003428473174e+03,8.524806628385980730e+03
4.619868003771321128e+03,9.966862434033924728e+03
5.039856004114168172e+03,1.780977421154878903e+04
5.459844004457015217e+03,8.281595787729364019e+03
5.879832004799862261e+03,2.011118641926625514e+03
6.299820005142710215e+03,1.337908576758240451e+04
6.719808005485557260e+03,9.516825682917891754e+03
7.139796005828404304e+03,1.115945392138318493e+04
7.559784006171252258e+03,1.682349989172018104e+04
7.979772006514099303e+03,1.690658970091240917e+04
8.399760006856946347e+03,7.843790839029255949e+03
8.819748007199794301e+03,1.315941361653392732e+03
9.239736007542642255e+03,1.209627636736665045e+04
9.659724007885488390e+03,6.605862266129083764e+03
1.007971200822833634e+04,1.310987193167165606e+04
1.049970000857118248e+04,4.081836196647573615e+03
1.091968800891403043e+04,1.873629684074378383e+04
1.133967600925687839e+04,1.106307156803521138e+04
1.175966400959972452e+04,1.089689283129542855e+04
1.217965200994257248e+04,1.909071497020088145e+03
1.259964001028542043e+04,1.135051921528851744e+04
1.301962801062826657e+04,1.059204451268150478e+04
1.343961601097111452e+04,3.688789326635355792e+03
1.385960401131396247e+04,1.145077445323713255e+04
1.427959201165680861e+04,5.952494077125308650e+03
1.469958001199965656e+04,4.754551208195666732e+03
1.511956801234250452e+04,7.344874872060600865e+03
1.553955601268535065e+04,7.569308418341329343e+03
1.595954401302819861e+04,3.278225609028561848e+03
1.637953201337104656e+04,7.240002661267456460e+03
1.679952001371389269e+04,4.285215748177052774e+03
1.721950801405674065e+04,4.307062035350740189e+03
1.763949601439958860e+04,2.077636650201845441e+03
1.805948401474243656e+04,1.577199424533386946e+03
1.847947201508528451e+04,3.754626900656564885e+03
1.889946001542812883e+04,3.862991078994660256e+03
1.931944801577097678e+04,1.905739215882741291e+03
1.973943601611382473e+04,2.938614086891233455e+03
2.015942401645667269e+04,3.371555910218680310e+03
2.057941201679952064e+04,2.374530948916629313e+03
2.099940001714236496e+04,2.329957014050095495e+03
2.141938801748521291e+04,1.408887964106343361e+03
2.183937601782806087e+04,1.651558616502326004e+03
