0.000000000000000000e+00,6.011800000000000000e+04
3.665835411471321663e+02,3.992231586331209401e+05
7.331670822942643326e+02,1.339183650821569790e+04
1.099750623441396556e+03,3.274275683545237189e+04
1.466334164588528665e+03,1.340425789287044427e+04
1.832917705735660775e+03,8.567911002551549245e+03
2.199501246882793112e+03,1.236772194893447915e+06
2.566084788029925221e+03,2.120078629842054943e+04
2.932668329177057331e+03,2.486530843128696506e+04
3.299251870324189440e+03,2.068579881210736130e+04
3.665835411471321549e+03,1.552486752019709384e+05
4.032418952618453659e+03,6.465675534915212484e+04
4.399002493765586223e+03,3.915905889569288120e+05
4.765586034912717878e+03,6.051644173946233786e+04
5.132169576059850442e+03,6.485477280860815881e+03
5.498753117206982097e+03,2.591213541268564222e+04
5.865336658354114661e+03,4.531324181674773172e+03
6.231920199501246316e+03,2.243763547582536921e+04
6.598503740648378880e+03,3.690515249942112860e+04
6.965087281795510535e+03,2.545488875789077156e+03
7.331670822942643099e+03,5.313835462877456848e+03
7.698254364089774754e+03,9.888441655283557338e+03
8.064837905236907318e+03,5.983798713770228460e+03
8.431421446384039882e+03,1.768817388025052060e+04
8.798004987531172446e+03,1.001204563770365166e+04
9.164588528678303192e+03,3.702219300379966171e+03
9.531172069825435756e+03,7.111257114468337932e+03
9.897755610972568320e+03,2.584225138987981154e+03
1.026433915211970088e+04,2.797316378626406731e+03
1.063092269326683163e+04,6.260217842616969392e+03
1.099750623441396419e+04,1.107681557307155117e+03
1.136408977556109676e+04,3.814697980672146514e+03
1.173067331670822932e+04,7.588213194114759972e+02
1.209725685785536189e+04,1.508231077030925235e+03
1.246384039900249263e+04,6.126191029526947887e+02
1.283042394014962520e+04,1.641494721840604370e+03
1.319700748129675776e+04,2.467670089572566667e+03
1.356359102244389032e+04,1.586487575906186521e+03
1.393017456359102107e+04,8.813610430118416161e+01
1.429675810473815363e+04,1.835452692067043699e+03
1.466334164588528620e+04,1.318872209901909400e+03
1.502992518703241876e+04,1.205674238267203691e+03
1.539650872817954951e+04,1.059463829062540754e+03
1.576309226932668207e+04,8.828881889608435358e+02
1.612967581047381464e+04,4.954675658257989426e+02
1.649625935162094538e+04,2.349101930193592693e+02
1.686284289276807976e+04,9.886663608718956766e+02
1.722942643391521051e+04,3.196433264173247153e+03
1.759600997506234489e+04,6.319955244552701288e+02
1.796259351620947564e+04,7.918380151818529384e+02
1.832917705735660638e+04,1.955221333707435178e+02
1.869576059850374077e+04,1.177707308581006600e+03
1.906234413965087151e+04,1.130155966254099212e+03
1.942892768079800589e+04,1.124067356457509504e+03
1.979551122194513664e+04,1.601204271006142790e+03
2.016209476309226739e+04,6.738475738299307523e+02
2.052867830423940177e+04,3.986615093085499666e+02
2.089526184538653251e+04,1.574968270356046560e+03
2.126184538653366326e+04,1.258691703741670608e+03
2.162842892768079764e+04,1.822360029609927778e+03
2.199501246882792839e+04,6.593770488367591724e+02
